            lon             lat
  69.7674595952  -54.8357137186
 186.6653196366   22.0209248111
 166.6131413493   60.3532222456
 284.0107789807   57.7099623111
  45.5218678348  -17.1788516879
 320.9279741750   59.5738702141
  63.2852474286  -59.6821010678
 155.8749529861   20.4459285881
  53.1299902375   -0.9280152224
 247.3188092339    0.9620916959
 292.1200601245  -47.5714501978
  68.8460755366  -33.0244374532
 207.5621091298   29.2955063232
 258.8843025841    2.7182926876
 170.5313167616  -70.1166910372
  93.5200498456   27.0608066924
 263.4962207776  -28.4128576554
 124.9089523956   36.0751411038
 241.3107263633   42.5432819896
  19.1485923867   18.8226216173
 321.9648553289  -62.9699893773
 187.1885175400   45.5243245295
  98.4892737335  -10.1773375526
 297.5162970244  -87.5764004926
 158.5171905471   53.0836887818
 240.6398907985   55.3319733180
 356.7091941811  -12.2487822752
 306.8006273252   65.0410490385
 334.9094610366  -77.7743143129
 309.7564019600    8.1573726621
  23.2359418289   66.7015530188
 104.3214554332   18.7860439015
  69.6504779444   55.9003315138
 147.3553080570  -12.0085739510
 150.1424299828   42.0227027575
 344.3133821657  -17.0491774615
 332.0586232442   12.7904085922
 353.4889132970   15.7821137307
 136.8645808887  -49.8337850214
 346.4466222604   13.6993115212
 211.8711176352   -0.5772546131
 179.7439481946   69.5231761919
 100.8575882083   11.7817377206
  57.8694809672  -13.8990214140
 160.9100372252    8.3578530309
 124.2880393159   23.3427278735
 187.8805422200  -59.0929765337
 195.0763904470  -39.7021667118
   3.2997893818  -72.8985606437
 106.2253780318  -21.5606070626
  59.6900305203   45.9850315646
 344.3915084009  -23.0242878750
  84.5340027897  -12.0459891827
 299.1361903772    4.8344929762
 254.1057712142   -9.6095564425
 201.1609307672  -19.1732579821
 251.7748830908    2.8353509234
  75.1549053242   62.8134975643
 252.1817106449   86.3368807790
 223.0914455168  -13.4459751508
 257.4960351988  -28.0456169004
  53.9136835956   61.3996088216
  33.6128639692  -64.4572776177
 341.9218981472   57.7969150812
 144.7206097527   20.7871027338
 231.1921709970   42.6399249332
 345.1654548683   22.4251997005
 300.5734168796  -42.7887489006
  46.2338315610   37.1351631620
 179.7102368923   -3.5891794832
  64.8440999195  -14.3994590789
  17.4670605295   18.1094325113
 321.6985620021   33.6709009675
  95.0828543055   10.2246955442
  18.6345984270   41.2257292403
 179.1256589886  -26.1865289159
 280.5814350913   54.3637719186
 199.8881831698   16.0617509800
  47.9104570351   18.1006404149
 139.1887865682   17.9948168189
  92.8275598322  -68.4878343941
 189.1491620042  -45.6355849610
 324.2907307834  -10.7428878507
 305.6648471198  -74.7177847974
 300.4060397949  -41.3430471403
  77.1601110393  -17.2789978017
  47.3017119827   33.2955536320
  42.4315131563   48.5364110884
 314.3031617161   21.6021298902
  28.2173784738  -19.8564643067
 139.3735096612   44.3345698837
  66.9082021005  -83.1209428627
 147.3946242435   -7.5253695360
 299.3394792107   -8.9878874885
 351.6432947736   47.2904940427
   0.8892806981   -0.4884674713
 200.9280791943   11.5056620825
 270.0245521462    4.9963018186
 139.4120780635   63.8562526912
 110.3876105243   15.0441913842
