                 alt                   az
-------------------- --------------------
  -1.808357695567939  307.646233020531156
  50.550286485305399   61.348552718867694
  62.796780898786039  343.813044544619117
  30.421035016302810  359.200933662459761
 -15.121927337177498   31.664569147802645
 -43.122948040623029   61.066951256229245
  -3.291486160916294  243.089721921352179
 -65.981439969502915   57.661738271901605
 -66.285979006315102  322.388723025946035
 -12.801042352369636    8.487516110158779
  -1.385245108520798  307.586050560329852
  50.069916100592721   61.599171822767055
  62.934065769323922  344.784648998212788
  30.417718516877986  359.468179607836760
 -15.413653213670109   31.489250657179660
 -43.600846736635035   60.775582123384730
  -2.804267054365965  243.051548882974203
 -66.442380652293323   56.965944848530569
 -65.959214658402118  321.362188543500565
 -12.889648944202218    8.314921411822892
  -1.731040441805454  307.730473879988494
  50.431489780643183   61.474847036941476
  62.802407098237857  344.139512694535881
  30.394009570464572  359.358612611894273
 -15.209116073833586   31.728217624800404
 -43.241560088761844   61.123277364572324
  -3.171765085362641  243.178537899921650
 -66.097869775706528   57.659055845977754
 -66.235340178182170  322.220807780722794
 -12.846994927274000    8.548721530776152
  -1.307209010101317  307.668419954863737
  49.948264265470740   61.721028216034810
  62.936456514447023  345.115085586103817
  30.388391958464293  359.624514686517955
 -15.503186601804817   31.549579744967275
 -43.722005608056350   60.828760382647026
  -2.681865163219050  243.137570996468639
 -66.561057383851647   56.956211007822404
 -65.906611085193830  321.191553433369563
 -12.937303400037363    8.372964058055601
  -1.651597775930541  307.814310320139498
  50.311095504584209   61.602310242968692
  62.808744873477188  344.469264245093086
  30.367529874527676  359.516943658771481
 -15.296827676206561   31.790602662397376
 -43.361713284765905   61.177361975128420
  -3.050414144997884  243.266864309544815
 -66.215693523689595   57.651043201412257
 -66.182345261690202  322.050596161719000
 -12.892548246086397    8.608802424973636
